DEPADM,DepBol,NomeDepBol,codRMet,codmun,mun,SERIE_ANO,cod_per,periodo,co_comp,ds_comp,medprof,
1,1,Rede Estadual,1,100,SAO PAULO,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,187,1
1,1,Rede Estadual,1,100,SAO PAULO,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,214,4
1,1,Rede Estadual,1,100,SAO PAULO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,248,1
1,1,Rede Estadual,1,100,SAO PAULO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,276,
1,1,Rede Estadual,1,188,ARUJA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,
1,1,Rede Estadual,1,188,ARUJA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,273,8
1,1,Rede Estadual,1,206,BARUERI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,279,3
1,1,Rede Estadual,1,215,BIRITIBA-MIRIM,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,232,
1,1,Rede Estadual,1,215,BIRITIBA-MIRIM,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,7
1,1,Rede Estadual,1,239,CAIEIRAS,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,191,5
1,1,Rede Estadual,1,239,CAIEIRAS,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,193,6
1,1,Rede Estadual,1,239,CAIEIRAS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,8
1,1,Rede Estadual,1,239,CAIEIRAS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,2
1,1,Rede Estadual,1,241,CAJAMAR,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,227,2
1,1,Rede Estadual,1,241,CAJAMAR,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,8
1,1,Rede Estadual,1,255,CARAPICUIBA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,182,
1,1,Rede Estadual,1,255,CARAPICUIBA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,209,3
1,1,Rede Estadual,1,255,CARAPICUIBA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,247,9
1,1,Rede Estadual,1,255,CARAPICUIBA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,274,7
1,1,Rede Estadual,1,278,COTIA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,174,9
1,1,Rede Estadual,1,278,COTIA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,179,6
1,1,Rede Estadual,1,278,COTIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,247,1
1,1,Rede Estadual,1,278,COTIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,4
1,1,Rede Estadual,1,286,DIADEMA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,199,3
1,1,Rede Estadual,1,286,DIADEMA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,222,5
1,1,Rede Estadual,1,286,DIADEMA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,1
1,1,Rede Estadual,1,286,DIADEMA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,7
1,1,Rede Estadual,1,298,EMBU DAS ARTES,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,182,
1,1,Rede Estadual,1,298,EMBU DAS ARTES,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,213,3
1,1,Rede Estadual,1,298,EMBU DAS ARTES,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,9
1,1,Rede Estadual,1,298,EMBU DAS ARTES,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,280,2
1,1,Rede Estadual,1,299,EMBU-GUACU,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,194,7
1,1,Rede Estadual,1,299,EMBU-GUACU,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,221,
1,1,Rede Estadual,1,299,EMBU-GUACU,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,243,
1,1,Rede Estadual,1,299,EMBU-GUACU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,279,9
1,1,Rede Estadual,1,305,FERRAZ DE VASCONCELOS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,241,8
1,1,Rede Estadual,1,305,FERRAZ DE VASCONCELOS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,269,5
1,1,Rede Estadual,1,311,FRANCISCO MORATO,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,194,2
1,1,Rede Estadual,1,311,FRANCISCO MORATO,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,225,1
1,1,Rede Estadual,1,311,FRANCISCO MORATO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,246,6
1,1,Rede Estadual,1,311,FRANCISCO MORATO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,267,3
1,1,Rede Estadual,1,312,FRANCO DA ROCHA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,192,8
1,1,Rede Estadual,1,312,FRANCO DA ROCHA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,212,1
1,1,Rede Estadual,1,312,FRANCO DA ROCHA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,244,2
1,1,Rede Estadual,1,312,FRANCO DA ROCHA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,263,4
1,1,Rede Estadual,1,331,GUARAREMA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,246,3
1,1,Rede Estadual,1,331,GUARAREMA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,3
1,1,Rede Estadual,1,336,GUARULHOS,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,190,3
1,1,Rede Estadual,1,336,GUARULHOS,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,215,
1,1,Rede Estadual,1,336,GUARULHOS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,246,1
1,1,Rede Estadual,1,336,GUARULHOS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,274,7
1,1,Rede Estadual,1,370,ITAPECERICA DA SERRA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,182,6
1,1,Rede Estadual,1,370,ITAPECERICA DA SERRA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,220,
1,1,Rede Estadual,1,370,ITAPECERICA DA SERRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,4
1,1,Rede Estadual,1,370,ITAPECERICA DA SERRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,286,
1,1,Rede Estadual,1,373,ITAPEVI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,237,3
1,1,Rede Estadual,1,373,ITAPEVI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,2
1,1,Rede Estadual,1,379,ITAQUAQUECETUBA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,180,7
1,1,Rede Estadual,1,379,ITAQUAQUECETUBA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,214,3
1,1,Rede Estadual,1,379,ITAQUAQUECETUBA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,243,9
1,1,Rede Estadual,1,379,ITAQUAQUECETUBA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,7
1,1,Rede Estadual,1,398,JANDIRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,240,5
1,1,Rede Estadual,1,398,JANDIRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,
1,1,Rede Estadual,1,410,JUQUITIBA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,189,6
1,1,Rede Estadual,1,410,JUQUITIBA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,216,2
1,1,Rede Estadual,1,410,JUQUITIBA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,2
1,1,Rede Estadual,1,410,JUQUITIBA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,2
1,1,Rede Estadual,1,433,MAIRIPORA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,250,8
1,1,Rede Estadual,1,433,MAIRIPORA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,271,5
1,1,Rede Estadual,1,442,MAUA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,194,8
1,1,Rede Estadual,1,442,MAUA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,224,1
1,1,Rede Estadual,1,442,MAUA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,3
1,1,Rede Estadual,1,442,MAUA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,279,2
1,1,Rede Estadual,1,454,MOGI DAS CRUZES,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,185,3
1,1,Rede Estadual,1,454,MOGI DAS CRUZES,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,207,7
1,1,Rede Estadual,1,454,MOGI DAS CRUZES,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,241,2
1,1,Rede Estadual,1,454,MOGI DAS CRUZES,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,276,1
1,1,Rede Estadual,1,492,OSASCO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,248,8
1,1,Rede Estadual,1,492,OSASCO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,272,6
1,1,Rede Estadual,1,540,PIRAPORA DO BOM JESUS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,271,2
1,1,Rede Estadual,1,546,POA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,244,5
1,1,Rede Estadual,1,546,POA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,8
1,1,Rede Estadual,1,581,RIBEIRAO PIRES,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,197,7
1,1,Rede Estadual,1,581,RIBEIRAO PIRES,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,225,1
1,1,Rede Estadual,1,581,RIBEIRAO PIRES,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,8
1,1,Rede Estadual,1,581,RIBEIRAO PIRES,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,9
1,1,Rede Estadual,1,589,RIO GRANDE DA SERRA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,192,
1,1,Rede Estadual,1,589,RIO GRANDE DA SERRA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,212,1
1,1,Rede Estadual,1,589,RIO GRANDE DA SERRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,244,8
1,1,Rede Estadual,1,589,RIO GRANDE DA SERRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,280,8
1,1,Rede Estadual,1,598,SALESOPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,4
1,1,Rede Estadual,1,598,SALESOPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,290,8
1,1,Rede Estadual,1,616,SANTA ISABEL,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,258,
1,1,Rede Estadual,1,616,SANTA ISABEL,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,4
1,1,Rede Estadual,1,626,SANTO ANDRE,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,196,4
1,1,Rede Estadual,1,626,SANTO ANDRE,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,219,7
1,1,Rede Estadual,1,626,SANTO ANDRE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,9
1,1,Rede Estadual,1,626,SANTO ANDRE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,282,2
1,1,Rede Estadual,1,635,SAO BERNARDO DO CAMPO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,258,3
1,1,Rede Estadual,1,635,SAO BERNARDO DO CAMPO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,285,1
1,1,Rede Estadual,1,636,SAO CAETANO DO SUL,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,266,3
1,1,Rede Estadual,1,636,SAO CAETANO DO SUL,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,290,4
1,1,Rede Estadual,1,672,SUZANO,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,189,5
1,1,Rede Estadual,1,672,SUZANO,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,209,1
1,1,Rede Estadual,1,672,SUZANO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,246,2
1,1,Rede Estadual,1,672,SUZANO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,272,5
1,1,Rede Estadual,1,675,TABOAO DA SERRA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,182,3
1,1,Rede Estadual,1,675,TABOAO DA SERRA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,220,6
1,1,Rede Estadual,1,675,TABOAO DA SERRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,7
1,1,Rede Estadual,1,675,TABOAO DA SERRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,6
1,1,Rede Estadual,1,720,VARGEM GRANDE PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,238,5
1,1,Rede Estadual,1,720,VARGEM GRANDE PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,1
1,1,Rede Estadual,1,767,SAO LOURENCO DA SERRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,246,4
1,1,Rede Estadual,1,767,SAO LOURENCO DA SERRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,289,1
1,1,Rede Estadual,2,283,CUBATAO,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,181,6
1,1,Rede Estadual,2,283,CUBATAO,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,204,3
1,1,Rede Estadual,2,283,CUBATAO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,254,7
1,1,Rede Estadual,2,283,CUBATAO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,7
1,1,Rede Estadual,2,335,GUARUJA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,173,5
1,1,Rede Estadual,2,335,GUARUJA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,197,2
1,1,Rede Estadual,2,335,GUARUJA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,242,3
1,1,Rede Estadual,2,335,GUARUJA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,272,9
1,1,Rede Estadual,2,369,ITANHAEM,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,247,4
1,1,Rede Estadual,2,369,ITANHAEM,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,4
1,1,Rede Estadual,2,459,MONGAGUA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,267,5
1,1,Rede Estadual,2,524,PERUIBE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,
1,1,Rede Estadual,2,524,PERUIBE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,282,7
1,1,Rede Estadual,2,558,PRAIA GRANDE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,3
1,1,Rede Estadual,2,558,PRAIA GRANDE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,4
1,1,Rede Estadual,2,633,SANTOS,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,153,5
1,1,Rede Estadual,2,633,SANTOS,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,202,9
1,1,Rede Estadual,2,633,SANTOS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,259,2
1,1,Rede Estadual,2,633,SANTOS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,290,8
1,1,Rede Estadual,2,657,SAO VICENTE,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,178,8
1,1,Rede Estadual,2,657,SAO VICENTE,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,216,9
1,1,Rede Estadual,2,657,SAO VICENTE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,245,1
1,1,Rede Estadual,2,657,SAO VICENTE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,279,3
1,1,Rede Estadual,2,738,BERTIOGA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,237,2
1,1,Rede Estadual,2,738,BERTIOGA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,5
1,1,Rede Estadual,3,165,AMERICANA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,191,4
1,1,Rede Estadual,3,165,AMERICANA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,219,9
1,1,Rede Estadual,3,165,AMERICANA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,254,9
1,1,Rede Estadual,3,165,AMERICANA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,288,4
1,1,Rede Estadual,3,187,ARTUR NOGUEIRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,258,5
1,1,Rede Estadual,3,187,ARTUR NOGUEIRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,288,1
1,1,Rede Estadual,3,244,CAMPINAS,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,189,9
1,1,Rede Estadual,3,244,CAMPINAS,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,219,5
1,1,Rede Estadual,3,244,CAMPINAS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,248,9
1,1,Rede Estadual,3,244,CAMPINAS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,4
1,1,Rede Estadual,3,276,COSMOPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,243,3
1,1,Rede Estadual,3,276,COSMOPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,297,3
1,1,Rede Estadual,3,353,INDAIATUBA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,261,1
1,1,Rede Estadual,3,353,INDAIATUBA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,288,5
1,1,Rede Estadual,3,382,ITATIBA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,290,9
1,1,Rede Estadual,3,395,JAGUARIUNA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,286,1
1,1,Rede Estadual,3,465,MONTE MOR,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,250,8
1,1,Rede Estadual,3,465,MONTE MOR,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,280,1
1,1,Rede Estadual,3,482,NOVA ODESSA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,250,5
1,1,Rede Estadual,3,482,NOVA ODESSA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,272,4
1,1,Rede Estadual,3,513,PAULINIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,4
1,1,Rede Estadual,3,513,PAULINIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,6
1,1,Rede Estadual,3,519,PEDREIRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,7
1,1,Rede Estadual,3,519,PEDREIRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,6
1,1,Rede Estadual,3,606,SANTA BARBARA D'OESTE,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,205,6
1,1,Rede Estadual,3,606,SANTA BARBARA D'OESTE,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,227,6
1,1,Rede Estadual,3,606,SANTA BARBARA D'OESTE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,4
1,1,Rede Estadual,3,606,SANTA BARBARA D'OESTE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,4
1,1,Rede Estadual,3,630,SANTO ANTONIO DE POSSE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,282,
1,1,Rede Estadual,3,671,SUMARE,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,193,4
1,1,Rede Estadual,3,671,SUMARE,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,216,6
1,1,Rede Estadual,3,671,SUMARE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,2
1,1,Rede Estadual,3,671,SUMARE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,282,4
1,1,Rede Estadual,3,708,VALINHOS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,263,
1,1,Rede Estadual,3,708,VALINHOS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,290,9
1,1,Rede Estadual,3,714,VINHEDO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,241,9
1,1,Rede Estadual,3,714,VINHEDO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,288,9
1,1,Rede Estadual,3,745,ENGENHEIRO COELHO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,239,1
1,1,Rede Estadual,3,745,ENGENHEIRO COELHO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,6
1,1,Rede Estadual,3,747,HOLAMBRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,282,6
1,1,Rede Estadual,3,748,HORTOLANDIA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,182,4
1,1,Rede Estadual,3,748,HORTOLANDIA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,227,6
1,1,Rede Estadual,3,748,HORTOLANDIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,7
1,1,Rede Estadual,3,748,HORTOLANDIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,279,4
1,1,Rede Estadual,4,174,APARECIDA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,289,3
1,1,Rede Estadual,4,184,AREIAS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,272,4
1,1,Rede Estadual,4,198,BANANAL,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,
1,1,Rede Estadual,4,234,CACAPAVA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,
1,1,Rede Estadual,4,234,CACAPAVA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,279,7
1,1,Rede Estadual,4,235,CACHOEIRA PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,245,6
1,1,Rede Estadual,4,235,CACHOEIRA PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,7
1,1,Rede Estadual,4,246,CAMPOS DO JORDAO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,295,4
1,1,Rede Estadual,4,254,CARAGUATATUBA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,1
1,1,Rede Estadual,4,254,CARAGUATATUBA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,279,8
1,1,Rede Estadual,4,282,CRUZEIRO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,244,8
1,1,Rede Estadual,4,282,CRUZEIRO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,4
1,1,Rede Estadual,4,284,CUNHA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,
1,1,Rede Estadual,4,284,CUNHA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,4
1,1,Rede Estadual,4,332,GUARATINGUETA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,258,7
1,1,Rede Estadual,4,332,GUARATINGUETA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,9
1,1,Rede Estadual,4,350,IGARATA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,2
1,1,Rede Estadual,4,350,IGARATA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,6
1,1,Rede Estadual,4,352,ILHABELA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,2
1,1,Rede Estadual,4,392,JACAREI,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,217,8
1,1,Rede Estadual,4,392,JACAREI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,253,9
1,1,Rede Estadual,4,392,JACAREI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,1
1,1,Rede Estadual,4,397,JAMBEIRO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,284,4
1,1,Rede Estadual,4,411,LAGOINHA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,248,8
1,1,Rede Estadual,4,411,LAGOINHA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,288,2
1,1,Rede Estadual,4,414,LAVRINHAS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,7
1,1,Rede Estadual,4,414,LAVRINHAS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,269,7
1,1,Rede Estadual,4,420,LORENA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,243,9
1,1,Rede Estadual,4,420,LORENA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,5
1,1,Rede Estadual,4,466,MONTEIRO LOBATO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,246,
1,1,Rede Estadual,4,466,MONTEIRO LOBATO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,289,
1,1,Rede Estadual,4,471,NATIVIDADE DA SERRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,243,9
1,1,Rede Estadual,4,471,NATIVIDADE DA SERRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,6
1,1,Rede Estadual,4,504,PARAIBUNA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,254,
1,1,Rede Estadual,4,504,PARAIBUNA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,285,1
1,1,Rede Estadual,4,528,PINDAMONHANGABA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,2
1,1,Rede Estadual,4,528,PINDAMONHANGABA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,285,6
1,1,Rede Estadual,4,533,PIQUETE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,245,7
1,1,Rede Estadual,4,533,PIQUETE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,280,2
1,1,Rede Estadual,4,567,QUELUZ,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,6
