DEPADM,DepBol,NomeDepBol,codRMet,codmun,mun,SERIE_ANO,cod_per,periodo,co_comp,ds_comp,medprof,
1,1,Rede Estadual,5,355,INDIAPORA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,253,3
1,1,Rede Estadual,5,355,INDIAPORA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,265,1
1,1,Rede Estadual,5,356,INUBIA PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,253,3
1,1,Rede Estadual,5,356,INUBIA PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,269,6
1,1,Rede Estadual,5,357,IPAUSSU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,2
1,1,Rede Estadual,5,359,IPEUNA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,245,5
1,1,Rede Estadual,5,359,IPEUNA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,272,2
1,1,Rede Estadual,5,360,IPORANGA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,235,5
1,1,Rede Estadual,5,360,IPORANGA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,8
1,1,Rede Estadual,5,361,IPUA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,280,2
1,1,Rede Estadual,5,362,IRACEMAPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,258,1
1,1,Rede Estadual,5,362,IRACEMAPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,293,3
1,1,Rede Estadual,5,363,IRAPUA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,250,
1,1,Rede Estadual,5,363,IRAPUA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,266,1
1,1,Rede Estadual,5,364,IRAPURU,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,245,5
1,1,Rede Estadual,5,364,IRAPURU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,2
1,1,Rede Estadual,5,365,ITABERA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,191,9
1,1,Rede Estadual,5,365,ITABERA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,230,6
1,1,Rede Estadual,5,365,ITABERA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,9
1,1,Rede Estadual,5,365,ITABERA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,276,4
1,1,Rede Estadual,5,366,ITAI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,244,7
1,1,Rede Estadual,5,366,ITAI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,274,3
1,1,Rede Estadual,5,367,ITAJOBI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,289,8
1,1,Rede Estadual,5,368,ITAJU,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,237,9
1,1,Rede Estadual,5,368,ITAJU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,285,3
1,1,Rede Estadual,5,371,ITAPETININGA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,210,5
1,1,Rede Estadual,5,371,ITAPETININGA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,239,4
1,1,Rede Estadual,5,371,ITAPETININGA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,4
1,1,Rede Estadual,5,371,ITAPETININGA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,7
1,1,Rede Estadual,5,372,ITAPEVA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,266,5
1,1,Rede Estadual,5,372,ITAPEVA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,2
1,1,Rede Estadual,5,374,ITAPIRA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,210,2
1,1,Rede Estadual,5,374,ITAPIRA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,234,7
1,1,Rede Estadual,5,374,ITAPIRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,
1,1,Rede Estadual,5,374,ITAPIRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,3
1,1,Rede Estadual,5,375,ITAPOLIS,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,197,8
1,1,Rede Estadual,5,375,ITAPOLIS,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,237,3
1,1,Rede Estadual,5,375,ITAPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,258,
1,1,Rede Estadual,5,375,ITAPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,280,7
1,1,Rede Estadual,5,376,ITAPORANGA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,238,4
1,1,Rede Estadual,5,376,ITAPORANGA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,
1,1,Rede Estadual,5,377,ITAPUI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,1
1,1,Rede Estadual,5,377,ITAPUI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,8
1,1,Rede Estadual,5,378,ITAPURA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,9
1,1,Rede Estadual,5,378,ITAPURA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,269,6
1,1,Rede Estadual,5,380,ITARARE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,257,2
1,1,Rede Estadual,5,380,ITARARE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,271,7
1,1,Rede Estadual,5,381,ITARIRI,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,174,8
1,1,Rede Estadual,5,381,ITARIRI,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,203,1
1,1,Rede Estadual,5,381,ITARIRI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,230,4
1,1,Rede Estadual,5,381,ITARIRI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,271,4
1,1,Rede Estadual,5,383,ITATINGA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,263,5
1,1,Rede Estadual,5,383,ITATINGA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,288,9
1,1,Rede Estadual,5,384,ITIRAPINA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,3
1,1,Rede Estadual,5,384,ITIRAPINA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,1
1,1,Rede Estadual,5,385,ITIRAPUA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,243,2
1,1,Rede Estadual,5,385,ITIRAPUA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,261,3
1,1,Rede Estadual,5,386,ITOBI,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,211,4
1,1,Rede Estadual,5,386,ITOBI,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,208,
1,1,Rede Estadual,5,386,ITOBI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,248,7
1,1,Rede Estadual,5,386,ITOBI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,265,8
1,1,Rede Estadual,5,388,ITUPEVA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,
1,1,Rede Estadual,5,388,ITUPEVA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,282,7
1,1,Rede Estadual,5,389,ITUVERAVA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,271,5
1,1,Rede Estadual,5,390,JABORANDI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,261,6
1,1,Rede Estadual,5,393,JACI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,235,7
1,1,Rede Estadual,5,393,JACI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,263,4
1,1,Rede Estadual,5,394,JACUPIRANGA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,248,4
1,1,Rede Estadual,5,394,JACUPIRANGA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,284,4
1,1,Rede Estadual,5,396,JALES,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,5
1,1,Rede Estadual,5,396,JALES,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,288,3
1,1,Rede Estadual,5,400,JARINU,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,2
1,1,Rede Estadual,5,400,JARINU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,287,7
1,1,Rede Estadual,5,401,JAU,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,247,4
1,1,Rede Estadual,5,401,JAU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,6
1,1,Rede Estadual,5,402,JERIQUARA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,253,1
1,1,Rede Estadual,5,403,JOANOPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,285,
1,1,Rede Estadual,5,404,JOAO RAMALHO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,244,9
1,1,Rede Estadual,5,404,JOAO RAMALHO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,8
1,1,Rede Estadual,5,405,JOSE BONIFACIO,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,173,1
1,1,Rede Estadual,5,405,JOSE BONIFACIO,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,202,8
1,1,Rede Estadual,5,405,JOSE BONIFACIO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,245,2
1,1,Rede Estadual,5,405,JOSE BONIFACIO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,289,6
1,1,Rede Estadual,5,406,JULIO MESQUITA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,235,8
1,1,Rede Estadual,5,406,JULIO MESQUITA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,241,7
1,1,Rede Estadual,5,407,JUNDIAI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,8
1,1,Rede Estadual,5,407,JUNDIAI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,291,7
1,1,Rede Estadual,5,408,JUNQUEIROPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,9
1,1,Rede Estadual,5,408,JUNQUEIROPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,286,
1,1,Rede Estadual,5,409,JUQUIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,242,6
1,1,Rede Estadual,5,409,JUQUIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,287,6
1,1,Rede Estadual,5,412,LARANJAL PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,246,8
1,1,Rede Estadual,5,412,LARANJAL PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,289,6
1,1,Rede Estadual,5,413,LAVINIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,296,4
1,1,Rede Estadual,5,415,LEME,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,3
1,1,Rede Estadual,5,415,LEME,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,265,8
1,1,Rede Estadual,5,416,LENCOIS PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,253,5
1,1,Rede Estadual,5,416,LENCOIS PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,286,8
1,1,Rede Estadual,5,417,LIMEIRA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,205,1
1,1,Rede Estadual,5,417,LIMEIRA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,232,4
1,1,Rede Estadual,5,417,LIMEIRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,7
1,1,Rede Estadual,5,417,LIMEIRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,282,8
1,1,Rede Estadual,5,418,LINDOIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,279,2
1,1,Rede Estadual,5,419,LINS,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,192,2
1,1,Rede Estadual,5,419,LINS,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,219,2
1,1,Rede Estadual,5,419,LINS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,234,3
1,1,Rede Estadual,5,419,LINS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,272,6
1,1,Rede Estadual,5,421,LOUVEIRA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,8
1,1,Rede Estadual,5,421,LOUVEIRA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,289,9
1,1,Rede Estadual,5,422,LUCELIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,227,7
1,1,Rede Estadual,5,422,LUCELIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,265,6
1,1,Rede Estadual,5,423,LUCIANOPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,238,7
1,1,Rede Estadual,5,423,LUCIANOPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,7
1,1,Rede Estadual,5,425,LUIZIANIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,247,3
1,1,Rede Estadual,5,425,LUIZIANIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,7
1,1,Rede Estadual,5,426,LUPERCIO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,247,
1,1,Rede Estadual,5,426,LUPERCIO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,273,5
1,1,Rede Estadual,5,427,LUTECIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,7
1,1,Rede Estadual,5,427,LUTECIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,285,7
1,1,Rede Estadual,5,428,MACATUBA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,253,9
1,1,Rede Estadual,5,428,MACATUBA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,1
1,1,Rede Estadual,5,429,MACAUBAL,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,293,6
1,1,Rede Estadual,5,429,MACAUBAL,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,333,3
1,1,Rede Estadual,5,430,MACEDONIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,1
1,1,Rede Estadual,5,430,MACEDONIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,290,1
1,1,Rede Estadual,5,431,MAGDA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,254,6
1,1,Rede Estadual,5,431,MAGDA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,301,7
1,1,Rede Estadual,5,434,MANDURI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,240,2
1,1,Rede Estadual,5,434,MANDURI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,266,1
1,1,Rede Estadual,5,435,MARABA PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,2
1,1,Rede Estadual,5,435,MARABA PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,284,
1,1,Rede Estadual,5,436,MARACAI,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,253,7
1,1,Rede Estadual,5,436,MARACAI,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,286,1
1,1,Rede Estadual,5,437,MARIAPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,269,
1,1,Rede Estadual,5,437,MARIAPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,274,3
1,1,Rede Estadual,5,438,MARILIA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,198,5
1,1,Rede Estadual,5,438,MARILIA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,228,1
1,1,Rede Estadual,5,438,MARILIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,252,4
1,1,Rede Estadual,5,438,MARILIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,4
1,1,Rede Estadual,5,439,MARINOPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,259,2
1,1,Rede Estadual,5,439,MARINOPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,301,3
1,1,Rede Estadual,5,440,MARTINOPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,255,3
1,1,Rede Estadual,5,440,MARTINOPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,276,6
1,1,Rede Estadual,5,441,MATAO,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,200,6
1,1,Rede Estadual,5,441,MATAO,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,236,2
1,1,Rede Estadual,5,441,MATAO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,254,9
1,1,Rede Estadual,5,441,MATAO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,283,5
1,1,Rede Estadual,5,443,MENDONCA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,259,9
1,1,Rede Estadual,5,443,MENDONCA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,306,5
1,1,Rede Estadual,5,444,MERIDIANO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,263,2
1,1,Rede Estadual,5,444,MERIDIANO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,272,6
1,1,Rede Estadual,5,445,MIGUELOPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,289,4
1,1,Rede Estadual,5,446,MINEIROS DO TIETE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,248,2
1,1,Rede Estadual,5,446,MINEIROS DO TIETE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,273,5
1,1,Rede Estadual,5,447,MIRA ESTRELA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,272,6
1,1,Rede Estadual,5,447,MIRA ESTRELA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,319,
1,1,Rede Estadual,5,448,MIRACATU,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,241,9
1,1,Rede Estadual,5,448,MIRACATU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,6
1,1,Rede Estadual,5,449,MIRANDOPOLIS,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,251,9
1,1,Rede Estadual,5,449,MIRANDOPOLIS,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,277,2
1,1,Rede Estadual,5,450,MIRANTE DO PARANAPANEMA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,217,7
1,1,Rede Estadual,5,450,MIRANTE DO PARANAPANEMA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,239,9
1,1,Rede Estadual,5,450,MIRANTE DO PARANAPANEMA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,249,9
1,1,Rede Estadual,5,450,MIRANTE DO PARANAPANEMA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,273,
1,1,Rede Estadual,5,451,MIRASSOL,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,261,1
1,1,Rede Estadual,5,451,MIRASSOL,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,295,3
1,1,Rede Estadual,5,452,MIRASSOLANDIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,250,8
1,1,Rede Estadual,5,452,MIRASSOLANDIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,296,4
1,1,Rede Estadual,5,455,MOGI GUACU,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,253,5
1,1,Rede Estadual,5,455,MOGI GUACU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,290,8
1,1,Rede Estadual,5,456,MOGI MIRIM,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,245,6
1,1,Rede Estadual,5,456,MOGI MIRIM,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,1
1,1,Rede Estadual,5,457,MOMBUCA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,299,1
1,1,Rede Estadual,5,458,MONCOES,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,237,1
1,1,Rede Estadual,5,458,MONCOES,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,6
1,1,Rede Estadual,5,458,MONCOES,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,306,1
1,1,Rede Estadual,5,460,MONTE ALEGRE DO SUL,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,297,2
1,1,Rede Estadual,5,462,MONTE APRAZIVEL,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,283,2
1,1,Rede Estadual,5,462,MONTE APRAZIVEL,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,284,4
1,1,Rede Estadual,5,463,MONTE AZUL PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,247,3
1,1,Rede Estadual,5,463,MONTE AZUL PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,288,4
1,1,Rede Estadual,5,464,MONTE CASTELO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,257,2
1,1,Rede Estadual,5,464,MONTE CASTELO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,4
1,1,Rede Estadual,5,468,MORUNGABA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,256,2
1,1,Rede Estadual,5,468,MORUNGABA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,293,6
1,1,Rede Estadual,5,469,MURUTINGA DO SUL,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,239,1
1,1,Rede Estadual,5,469,MURUTINGA DO SUL,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,1
1,1,Rede Estadual,5,470,NARANDIBA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,291,8
1,1,Rede Estadual,5,472,NAZARE PAULISTA,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,189,
1,1,Rede Estadual,5,472,NAZARE PAULISTA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,209,
1,1,Rede Estadual,5,472,NAZARE PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,241,9
1,1,Rede Estadual,5,472,NAZARE PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,6
1,1,Rede Estadual,5,473,NEVES PAULISTA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,258,8
1,1,Rede Estadual,5,473,NEVES PAULISTA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,7
1,1,Rede Estadual,5,474,NHANDEARA,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,221,4
1,1,Rede Estadual,5,474,NHANDEARA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,254,6
1,1,Rede Estadual,5,474,NHANDEARA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,275,6
1,1,Rede Estadual,5,475,NIPOA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,240,
1,1,Rede Estadual,5,475,NIPOA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,278,2
1,1,Rede Estadual,5,476,NOVA ALIANCA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,250,5
1,1,Rede Estadual,5,476,NOVA ALIANCA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,308,3
1,1,Rede Estadual,5,477,NOVA EUROPA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,
1,1,Rede Estadual,5,478,NOVA GRANADA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,240,2
1,1,Rede Estadual,5,478,NOVA GRANADA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,269,4
1,1,Rede Estadual,5,479,NOVA GUATAPORANGA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,262,4
1,1,Rede Estadual,5,479,NOVA GUATAPORANGA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,302,9
1,1,Rede Estadual,5,480,NOVA INDEPENDENCIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,298,7
1,1,Rede Estadual,5,481,NOVA LUZITANIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,276,
1,1,Rede Estadual,5,481,NOVA LUZITANIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,314,2
1,1,Rede Estadual,5,483,NOVO HORIZONTE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,237,2
1,1,Rede Estadual,5,483,NOVO HORIZONTE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,284,7
1,1,Rede Estadual,5,485,OCAUCU,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,216,1
1,1,Rede Estadual,5,485,OCAUCU,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,2
1,1,Rede Estadual,5,486,OLEO,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,244,6
1,1,Rede Estadual,5,486,OLEO,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,270,8
1,1,Rede Estadual,5,487,OLIMPIA,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,263,2
1,1,Rede Estadual,5,487,OLIMPIA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,281,8
1,1,Rede Estadual,5,488,ONDA VERDE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,240,4
1,1,Rede Estadual,5,488,ONDA VERDE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,285,5
1,1,Rede Estadual,5,489,ORIENTE,3? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,180,4
1,1,Rede Estadual,5,489,ORIENTE,5? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,195,3
1,1,Rede Estadual,5,489,ORIENTE,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,241,3
1,1,Rede Estadual,5,489,ORIENTE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,257,
1,1,Rede Estadual,5,490,ORINDIUVA,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,276,3
1,1,Rede Estadual,5,493,OSCAR BRESSANE,EM-3? s?rie,9,GERAL,1,L?NGUA PORTUGUESA,265,8
1,1,Rede Estadual,5,494,OSVALDO CRUZ,9? Ano EF,9,GERAL,1,L?NGUA PORTUGUESA,240,9
