DEPADM;DepBol;NomeDepBol;codRMet;codmun;mun;SERIE_ANO;cod_per;periodo;co_comp;ds_comp;medprof
1;1;Rede Estadual;5;296;ELDORADO;9º Ano EF;1;MANHA;2;MATEMÁTICA;256,8
1;1;Rede Estadual;5;296;ELDORADO;9º Ano EF;2;TARDE;2;MATEMÁTICA;260
1;1;Rede Estadual;5;296;ELDORADO;EM-3ª série;1;MANHA;2;MATEMÁTICA;289,7
1;1;Rede Estadual;5;296;ELDORADO;EM-3ª série;3;NOITE;2;MATEMÁTICA;273,9
1;1;Rede Estadual;5;297;ELIAS FAUSTO;EM-3ª série;1;MANHA;2;MATEMÁTICA;289,5
1;1;Rede Estadual;5;297;ELIAS FAUSTO;EM-3ª série;2;TARDE;2;MATEMÁTICA;311,9
1;1;Rede Estadual;5;297;ELIAS FAUSTO;EM-3ª série;3;NOITE;2;MATEMÁTICA;283
1;1;Rede Estadual;5;300;ESTRELA DO NORTE;9º Ano EF;1;MANHA;2;MATEMÁTICA;260,6
1;1;Rede Estadual;5;300;ESTRELA DO NORTE;EM-3ª série;1;MANHA;2;MATEMÁTICA;287,7
1;1;Rede Estadual;5;300;ESTRELA DO NORTE;EM-3ª série;3;NOITE;2;MATEMÁTICA;278,6
1;1;Rede Estadual;5;301;ESTRELA D'OESTE;9º Ano EF;1;MANHA;2;MATEMÁTICA;274,7
1;1;Rede Estadual;5;301;ESTRELA D'OESTE;9º Ano EF;2;TARDE;2;MATEMÁTICA;256,5
1;1;Rede Estadual;5;301;ESTRELA D'OESTE;EM-3ª série;1;MANHA;2;MATEMÁTICA;303,2
1;1;Rede Estadual;5;301;ESTRELA D'OESTE;EM-3ª série;2;TARDE;2;MATEMÁTICA;298,4
1;1;Rede Estadual;5;302;FARTURA;9º Ano EF;1;MANHA;2;MATEMÁTICA;270,4
1;1;Rede Estadual;5;302;FARTURA;9º Ano EF;2;TARDE;2;MATEMÁTICA;294,9
1;1;Rede Estadual;5;302;FARTURA;EM-3ª série;1;MANHA;2;MATEMÁTICA;307,2
1;1;Rede Estadual;5;303;FERNANDO PRESTES;EM-3ª série;1;MANHA;2;MATEMÁTICA;279
1;1;Rede Estadual;5;303;FERNANDO PRESTES;EM-3ª série;3;NOITE;2;MATEMÁTICA;294,8
1;1;Rede Estadual;5;304;FERNANDOPOLIS;3º Ano EF;1;MANHA;2;MATEMÁTICA;201,5
1;1;Rede Estadual;5;304;FERNANDOPOLIS;3º Ano EF;2;TARDE;2;MATEMÁTICA;199,8
1;1;Rede Estadual;5;304;FERNANDOPOLIS;5º Ano EF;2;TARDE;2;MATEMÁTICA;250,3
1;1;Rede Estadual;5;304;FERNANDOPOLIS;9º Ano EF;1;MANHA;2;MATEMÁTICA;276,4
1;1;Rede Estadual;5;304;FERNANDOPOLIS;9º Ano EF;2;TARDE;2;MATEMÁTICA;245,6
1;1;Rede Estadual;5;304;FERNANDOPOLIS;EM-3ª série;1;MANHA;2;MATEMÁTICA;293,2
1;1;Rede Estadual;5;304;FERNANDOPOLIS;EM-3ª série;3;NOITE;2;MATEMÁTICA;282,5
1;1;Rede Estadual;5;306;FLORA RICA;EM-3ª série;1;MANHA;2;MATEMÁTICA;273,6
1;1;Rede Estadual;5;307;FLOREAL;9º Ano EF;1;MANHA;2;MATEMÁTICA;314,1
1;1;Rede Estadual;5;307;FLOREAL;EM-3ª série;3;NOITE;2;MATEMÁTICA;305,4
1;1;Rede Estadual;5;308;FLORIDA PAULISTA;9º Ano EF;1;MANHA;2;MATEMÁTICA;228,5
1;1;Rede Estadual;5;308;FLORIDA PAULISTA;9º Ano EF;2;TARDE;2;MATEMÁTICA;237,9
1;1;Rede Estadual;5;308;FLORIDA PAULISTA;EM-3ª série;1;MANHA;2;MATEMÁTICA;282,1
1;1;Rede Estadual;5;308;FLORIDA PAULISTA;EM-3ª série;3;NOITE;2;MATEMÁTICA;240,6
1;1;Rede Estadual;5;309;FLORINIA;3º Ano EF;1;MANHA;2;MATEMÁTICA;248,3
1;1;Rede Estadual;5;309;FLORINIA;3º Ano EF;2;TARDE;2;MATEMÁTICA;227,8
1;1;Rede Estadual;5;309;FLORINIA;5º Ano EF;1;MANHA;2;MATEMÁTICA;249,8
1;1;Rede Estadual;5;309;FLORINIA;5º Ano EF;2;TARDE;2;MATEMÁTICA;262,5
1;1;Rede Estadual;5;309;FLORINIA;9º Ano EF;1;MANHA;2;MATEMÁTICA;264,5
1;1;Rede Estadual;5;309;FLORINIA;9º Ano EF;2;TARDE;2;MATEMÁTICA;244,9
1;1;Rede Estadual;5;309;FLORINIA;EM-3ª série;1;MANHA;2;MATEMÁTICA;304,8
1;1;Rede Estadual;5;310;FRANCA;3º Ano EF;1;MANHA;2;MATEMÁTICA;232,8
1;1;Rede Estadual;5;310;FRANCA;3º Ano EF;2;TARDE;2;MATEMÁTICA;232,9
1;1;Rede Estadual;5;310;FRANCA;5º Ano EF;1;MANHA;2;MATEMÁTICA;246,2
