DEPADM,DepBol,NomeDepBol,codRMet,CODMUN,MUN,SERIE_ANO,cod_per,periodo,co_comp,ds_comp,medprof
1,1,Rede Estadual,5,691,TERRA ROXA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,233.8
1,1,Rede Estadual,5,691,TERRA ROXA,EM-3ª série,9,GERAL,2,MATEMÁTICA,248.6
1,1,Rede Estadual,7,692,TIETE,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,262.6
1,1,Rede Estadual,7,692,TIETE,EM-3ª série,9,GERAL,2,MATEMÁTICA,265.1
1,1,Rede Estadual,5,693,TIMBURI,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,174.2
1,1,Rede Estadual,5,693,TIMBURI,9º Ano EF,9,GERAL,2,MATEMÁTICA,180.5
1,1,Rede Estadual,5,693,TIMBURI,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,265.4
1,1,Rede Estadual,5,693,TIMBURI,EM-3ª série,9,GERAL,2,MATEMÁTICA,293.9
1,1,Rede Estadual,5,694,TORRINHA,5º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,190.7
1,1,Rede Estadual,5,694,TORRINHA,5º Ano EF,9,GERAL,2,MATEMÁTICA,210.4
1,1,Rede Estadual,5,694,TORRINHA,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,220.2
1,1,Rede Estadual,5,694,TORRINHA,9º Ano EF,9,GERAL,2,MATEMÁTICA,232.2
1,1,Rede Estadual,5,694,TORRINHA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,275.3
1,1,Rede Estadual,5,694,TORRINHA,EM-3ª série,9,GERAL,2,MATEMÁTICA,277.4
1,1,Rede Estadual,4,695,TREMEMBE,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,259.9
1,1,Rede Estadual,4,695,TREMEMBE,EM-3ª série,9,GERAL,2,MATEMÁTICA,255.7
1,1,Rede Estadual,5,696,TRES FRONTEIRAS,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,251.8
1,1,Rede Estadual,5,696,TRES FRONTEIRAS,9º Ano EF,9,GERAL,2,MATEMÁTICA,268.1
1,1,Rede Estadual,5,696,TRES FRONTEIRAS,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,255.0
1,1,Rede Estadual,5,696,TRES FRONTEIRAS,EM-3ª série,9,GERAL,2,MATEMÁTICA,256.6
1,1,Rede Estadual,5,697,TUPA,5º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,194.8
1,1,Rede Estadual,5,697,TUPA,5º Ano EF,9,GERAL,2,MATEMÁTICA,209.0
1,1,Rede Estadual,5,697,TUPA,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,238.7
1,1,Rede Estadual,5,697,TUPA,9º Ano EF,9,GERAL,2,MATEMÁTICA,248.5
1,1,Rede Estadual,5,697,TUPA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,248.6
1,1,Rede Estadual,5,697,TUPA,EM-3ª série,9,GERAL,2,MATEMÁTICA,254.6
1,1,Rede Estadual,5,698,TUPI PAULISTA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,265.0
1,1,Rede Estadual,5,698,TUPI PAULISTA,EM-3ª série,9,GERAL,2,MATEMÁTICA,262.4
1,1,Rede Estadual,5,699,TURIUBA,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,252.9
1,1,Rede Estadual,5,699,TURIUBA,9º Ano EF,9,GERAL,2,MATEMÁTICA,271.4
1,1,Rede Estadual,5,699,TURIUBA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,262.0
1,1,Rede Estadual,5,699,TURIUBA,EM-3ª série,9,GERAL,2,MATEMÁTICA,262.4
1,1,Rede Estadual,5,700,TURMALINA,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,160.8
1,1,Rede Estadual,5,700,TURMALINA,9º Ano EF,9,GERAL,2,MATEMÁTICA,170.5
1,1,Rede Estadual,5,700,TURMALINA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,195.9
1,1,Rede Estadual,5,700,TURMALINA,EM-3ª série,9,GERAL,2,MATEMÁTICA,204.1
1,1,Rede Estadual,4,701,UBATUBA,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,227.1
1,1,Rede Estadual,4,701,UBATUBA,9º Ano EF,9,GERAL,2,MATEMÁTICA,233.6
1,1,Rede Estadual,4,701,UBATUBA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,251.8
1,1,Rede Estadual,4,701,UBATUBA,EM-3ª série,9,GERAL,2,MATEMÁTICA,254.7
1,1,Rede Estadual,5,702,UBIRAJARA,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,224.0
1,1,Rede Estadual,5,702,UBIRAJARA,9º Ano EF,9,GERAL,2,MATEMÁTICA,227.7
1,1,Rede Estadual,5,702,UBIRAJARA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,238.4
1,1,Rede Estadual,5,702,UBIRAJARA,EM-3ª série,9,GERAL,2,MATEMÁTICA,254.5
1,1,Rede Estadual,5,703,UCHOA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,279.4
1,1,Rede Estadual,5,703,UCHOA,EM-3ª série,9,GERAL,2,MATEMÁTICA,297.7
1,1,Rede Estadual,5,704,UNIAO PAULISTA,5º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,174.6
1,1,Rede Estadual,5,704,UNIAO PAULISTA,5º Ano EF,9,GERAL,2,MATEMÁTICA,201.9
1,1,Rede Estadual,5,704,UNIAO PAULISTA,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,223.7
1,1,Rede Estadual,5,704,UNIAO PAULISTA,9º Ano EF,9,GERAL,2,MATEMÁTICA,250.7
1,1,Rede Estadual,5,704,UNIAO PAULISTA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,231.9
1,1,Rede Estadual,5,704,UNIAO PAULISTA,EM-3ª série,9,GERAL,2,MATEMÁTICA,243.4
1,1,Rede Estadual,5,705,URANIA,5º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,197.4
1,1,Rede Estadual,5,705,URANIA,5º Ano EF,9,GERAL,2,MATEMÁTICA,217.5
1,1,Rede Estadual,5,705,URANIA,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,237.4
1,1,Rede Estadual,5,705,URANIA,9º Ano EF,9,GERAL,2,MATEMÁTICA,244.4
1,1,Rede Estadual,5,705,URANIA,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,269.9
1,1,Rede Estadual,5,705,URANIA,EM-3ª série,9,GERAL,2,MATEMÁTICA,283.6
1,1,Rede Estadual,5,706,URU,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,161.4
1,1,Rede Estadual,5,706,URU,9º Ano EF,9,GERAL,2,MATEMÁTICA,176.9
1,1,Rede Estadual,5,706,URU,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,282.9
1,1,Rede Estadual,5,706,URU,EM-3ª série,9,GERAL,2,MATEMÁTICA,287.3
1,1,Rede Estadual,5,707,URUPES,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,265.9
1,1,Rede Estadual,5,707,URUPES,EM-3ª série,9,GERAL,2,MATEMÁTICA,269.7
1,1,Rede Estadual,3,708,VALINHOS,9º Ano EF,9,GERAL,1,LÍNGUA PORTUGUESA,247.3
1,1,Rede Estadual,3,708,VALINHOS,9º Ano EF,9,GERAL,2,MATEMÁTICA,255.2
1,1,Rede Estadual,3,708,VALINHOS,EM-3ª série,9,GERAL,1,LÍNGUA PORTUGUESA,267.0
1,1,Rede Estadual,3,708,VALINHOS,EM-3ª série,9,GERAL,2,MATEMÁTICA,275.0
